lat1,lon1,lat2,lon2,user,timestamp,uuid
16.5542795213,-88.6946573853,16.5542229586,-88.6945876479,Fisher_Natalie,2017-01-26 19:34:53.293917+00:00,c9d32651-8718-4e2d-a428-a987b3d89954
16.5543502247,-88.6939184368,16.5542615241,-88.6938017607,Fisher_Natalie,2017-01-26 19:34:54.081141+00:00,b3dc90e0-ae02-4a2b-bf99-3969b7d2e0be
16.5546510351,-88.6938647926,16.5545880449,-88.6937803030,Fisher_Natalie,2017-01-26 19:34:54.239414+00:00,7dba2032-ab6c-44c0-a31c-1f2456e9e934
16.5545919015,-88.6941625178,16.5545327678,-88.6940740049,Fisher_Natalie,2017-01-26 19:34:54.397686+00:00,c3549f91-0f95-4c5b-8cbd-1ce91bc441e7
16.5545121996,-88.6943355203,16.5544633501,-88.6942684650,Fisher_Natalie,2017-01-26 19:34:54.560254+00:00,42d99ecf-6188-4cc4-b868-84a265b0882f
16.5544222136,-88.6944951117,16.5543425116,-88.6944052577,Fisher_Natalie,2017-01-26 19:34:54.701757+00:00,41fe5228-2803-438a-aee4-c0dac1fd168c
16.5541175463,-88.6944508553,16.5540442718,-88.6943596601,Fisher_Natalie,2017-01-26 19:34:54.403609+00:00,91035d96-785f-40c1-a9fd-1a8590f3c61d
16.5548939970,-88.6944723129,16.5548232939,-88.6943811178,Fisher_Natalie,2017-01-26 19:34:54.977249+00:00,170600bc-1611-453c-b659-931fe63509f4
16.5543489392,-88.6940270662,16.5542692372,-88.6939519644,Fisher_Natalie,2017-01-26 19:34:55.139766+00:00,7243f563-6c5c-46cf-bcaa-b615fb9f1d86
16.5542255297,-88.6944924295,16.5541741090,-88.6944280565,Fisher_Natalie,2017-01-26 19:34:53.109566+00:00,2c301d50-42f7-4341-96c5-781cc0716f85
16.5541265449,-88.6946386099,16.5540352731,-88.6945232749,Fisher_Natalie,2017-01-26 19:34:53.107842+00:00,e2597b7a-c341-40de-9432-bbc64326c9bd
16.5548747144,-88.6940002441,16.5547962981,-88.6939117312,Fisher_Natalie,2017-01-26 19:34:55.974232+00:00,8106cd46-a06a-4ac5-a392-993203cce347
16.5507083247,-88.6974428594,16.5506247646,-88.6973556876,Fisher_Natalie,2017-01-26 19:38:09.587610+00:00,f6c5f437-f8c5-4756-81e3-1704d9534e0e
16.5511299813,-88.6976172030,16.5510618478,-88.6975716054,Fisher_Natalie,2017-01-26 19:38:09.759818+00:00,d622b188-2708-4f82-b8db-b78770c7bdb2
16.5509191531,-88.6976011097,16.5508433063,-88.6975219846,Fisher_Natalie,2017-01-26 19:38:09.915649+00:00,951bb4be-7ebf-461b-99c8-de7d6406f402
16.5508715882,-88.6974468827,16.5507751727,-88.6973302066,Fisher_Natalie,2017-01-26 19:38:10.055515+00:00,60a58960-89ad-4986-9b93-e33e1f43538e
16.5508124534,-88.6976829171,16.5507507475,-88.6976051331,Fisher_Natalie,2017-01-26 19:38:09.765704+00:00,0f95e6ca-9b18-4789-b1c4-3666ef873ba9
